asset_id;asset_name;voltage_level;is_dga_applicable;jumlah_pengukuran
SWG-UTIL-873;MV Switchgear SWG-UTIL-873;6.6kV;0;6
SWG-UTIL-887;MV Switchgear SWG-UTIL-887;6.6kV;0;6
SWG-UTIL-916C;MV Switchgear SWG-UTIL-916C;6.6kV;0;28
SWG-UTIL-938C;MV Switchgear SWG-UTIL-938C;6.6kV;0;13
SWG-UTIL-940B;MV Switchgear SWG-UTIL-940B;6.6kV;0;26
SWG-UTIL-951;MV Switchgear SWG-UTIL-951;11kV;0;5
TEST ID 13;TRAFO TEST 13;12kv;1;2
TEST QA;QA TEST NAME;12kv;1;1
TR-AMM-1011B;Power Transformer TR-AMM-1011B;33kV;1;13
TR-AMM-1019;Power Transformer TR-AMM-1019;33kV;1;27
TR-AMM-1029B;Power Transformer TR-AMM-1029B;33kV;1;2
TR-AMM-102B;Power Transformer TR-AMM-102B;6.6kV;1;14
TR-AMM-1032;Power Transformer TR-AMM-1032;33kV;1;6
TR-AMM-1034;Power Transformer TR-AMM-1034;33kV;1;14
TR-AMM-1037;Power Transformer TR-AMM-1037;3.3kV;1;3
TR-AMM-1053;Power Transformer TR-AMM-1053;6.6kV;1;26
TR-AMM-105C;Power Transformer TR-AMM-105C;11kV;1;7
TR-AMM-1084B;Power Transformer TR-AMM-1084B;3.3kV;1;3
TR-AMM-108C;Power Transformer TR-AMM-108C;33kV;1;13
TR-AMM-1093A;Power Transformer TR-AMM-1093A;3.3kV;1;7
TR-AMM-1096B;Power Transformer TR-AMM-1096B;33kV;1;7
TR-AMM-1097B;Power Transformer TR-AMM-1097B;11kV;1;7
TR-AMM-1107A;Power Transformer TR-AMM-1107A;11kV;1;26
TR-AMM-1124B;Power Transformer TR-AMM-1124B;11kV;1;7
TR-AMM-1133C;Power Transformer TR-AMM-1133C;6.6kV;1;14
TR-AMM-1165C;Power Transformer TR-AMM-1165C;33kV;1;7
TR-AMM-139B;Power Transformer TR-AMM-139B;3.3kV;1;6
TR-AMM-147B;Power Transformer TR-AMM-147B;11kV;1;5
TR-AMM-187A;Power Transformer TR-AMM-187A;6.6kV;1;25
TR-AMM-215C;Power Transformer TR-AMM-215C;3.3kV;1;2
TR-AMM-220C;Power Transformer TR-AMM-220C;3.3kV;1;6
TR-AMM-226C;Power Transformer TR-AMM-226C;33kV;1;7
TR-AMM-22A;Power Transformer TR-AMM-22A;11kV;1;14
TR-AMM-254B;Power Transformer TR-AMM-254B;33kV;1;7
TR-AMM-274B;Power Transformer TR-AMM-274B;6.6kV;1;6
TR-AMM-292A;Power Transformer TR-AMM-292A;3.3kV;1;14
TR-AMM-325;Power Transformer TR-AMM-325;6.6kV;1;7
TR-AMM-334C;Power Transformer TR-AMM-334C;6.6kV;1;13
TR-AMM-339;Power Transformer TR-AMM-339;6.6kV;1;6
TR-AMM-340;Power Transformer TR-AMM-340;3.3kV;1;6
TR-AMM-352A;Power Transformer TR-AMM-352A;33kV;1;6
TR-AMM-370C;Power Transformer TR-AMM-370C;6.6kV;1;5
TR-AMM-377;Power Transformer TR-AMM-377;33kV;1;6
TR-AMM-380B;Power Transformer TR-AMM-380B;33kV;1;6
TR-AMM-386C;Power Transformer TR-AMM-386C;11kV;1;6
TR-AMM-403A;Power Transformer TR-AMM-403A;11kV;1;14
TR-AMM-445C;Power Transformer TR-AMM-445C;3.3kV;1;6
TR-AMM-455B;Power Transformer TR-AMM-455B;3.3kV;1;26
TR-AMM-472;Power Transformer TR-AMM-472;33kV;1;13
TR-AMM-474A;Power Transformer TR-AMM-474A;33kV;1;26
TR-AMM-488B;Power Transformer TR-AMM-488B;11kV;1;13
TR-AMM-516B;Power Transformer TR-AMM-516B;6.6kV;1;6
TR-AMM-532A;Power Transformer TR-AMM-532A;6.6kV;1;12
TR-AMM-543A;Power Transformer TR-AMM-543A;11kV;1;26
TR-AMM-549A;Power Transformer TR-AMM-549A;11kV;1;7
TR-AMM-560;Power Transformer TR-AMM-560;6.6kV;1;6
TR-AMM-57B;Power Transformer TR-AMM-57B;6.6kV;1;6
TR-AMM-610A;Power Transformer TR-AMM-610A;6.6kV;1;7
TR-AMM-624;Power Transformer TR-AMM-624;33kV;1;5
TR-AMM-626A;Power Transformer TR-AMM-626A;11kV;1;7
TR-AMM-635A;Power Transformer TR-AMM-635A;3.3kV;1;7
TR-AMM-654C;Power Transformer TR-AMM-654C;6.6kV;1;13
TR-AMM-661;Power Transformer TR-AMM-661;6.6kV;1;7
TR-AMM-672;Power Transformer TR-AMM-672;3.3kV;1;7
TR-AMM-679;Power Transformer TR-AMM-679;11kV;1;6
TR-AMM-681A;Power Transformer TR-AMM-681A;11kV;1;6
TR-AMM-710A;Power Transformer TR-AMM-710A;33kV;1;25
TR-AMM-720B;Power Transformer TR-AMM-720B;33kV;1;13
TR-AMM-724B;Power Transformer TR-AMM-724B;6.6kV;1;7
TR-AMM-754C;Power Transformer TR-AMM-754C;6.6kV;1;6
TR-AMM-762;Power Transformer TR-AMM-762;33kV;1;7
TR-AMM-773A;Power Transformer TR-AMM-773A;11kV;1;7
TR-AMM-785B;Power Transformer TR-AMM-785B;33kV;1;29
TR-AMM-797A;Power Transformer TR-AMM-797A;3.3kV;1;7
TR-AMM-816;Power Transformer TR-AMM-816;11kV;1;13
TR-AMM-817B;Power Transformer TR-AMM-817B;6.6kV;1;13
TR-AMM-836;Power Transformer TR-AMM-836;3.3kV;1;7
TR-AMM-83A;Power Transformer TR-AMM-83A;33kV;1;7
TR-AMM-84;Power Transformer TR-AMM-84;6.6kV;1;15
TR-AMM-849A;Power Transformer TR-AMM-849A;6.6kV;1;7
TR-AMM-857A;Power Transformer TR-AMM-857A;3.3kV;1;14
TR-AMM-859B;Power Transformer TR-AMM-859B;3.3kV;1;5
TR-AMM-86;Power Transformer TR-AMM-86;6.6kV;1;4
TR-AMM-869C;Power Transformer TR-AMM-869C;6.6kV;1;12
TR-AMM-875C;Power Transformer TR-AMM-875C;11kV;1;2
TR-AMM-881A;Power Transformer TR-AMM-881A;11kV;1;14
TR-AMM-894A;Power Transformer TR-AMM-894A;3.3kV;1;14
TR-AMM-905;Power Transformer TR-AMM-905;11kV;1;27
TR-AMM-907;Power Transformer TR-AMM-907;11kV;1;26
TR-AMM-910A;Power Transformer TR-AMM-910A;33kV;1;6
TR-AMM-936A;Power Transformer TR-AMM-936A;33kV;1;7
TR-AMM-949A;Power Transformer TR-AMM-949A;6.6kV;1;13
TR-AMM-956A;Power Transformer TR-AMM-956A;33kV;1;6
TR-AMM-974A;Power Transformer TR-AMM-974A;3.3kV;1;14
TR-AMM-984A;Power Transformer TR-AMM-984A;6.6kV;1;14
TR-AMM-988C;Power Transformer TR-AMM-988C;33kV;1;3
TR-AMM-99A;Power Transformer TR-AMM-99A;11kV;1;13
TR-PLB-1003A;Power Transformer TR-PLB-1003A;3.3kV;1;28
TR-PLB-1024;Power Transformer TR-PLB-1024;33kV;1;6
TR-PLB-1028A;Power Transformer TR-PLB-1028A;6.6kV;1;6
TR-PLB-1048B;Power Transformer TR-PLB-1048B;11kV;1;7
TR-PLB-1061B;Power Transformer TR-PLB-1061B;3.3kV;1;13
TR-PLB-1062A;Power Transformer TR-PLB-1062A;3.3kV;1;13
TR-PLB-1079A;Power Transformer TR-PLB-1079A;6.6kV;1;7
TR-PLB-1105A;Power Transformer TR-PLB-1105A;11kV;1;12
TR-PLB-1119A;Power Transformer TR-PLB-1119A;6.6kV;1;6
TR-PLB-1131A;Power Transformer TR-PLB-1131A;3.3kV;1;13
TR-PLB-1135B;Power Transformer TR-PLB-1135B;11kV;1;14
TR-PLB-1145;Power Transformer TR-PLB-1145;11kV;1;6
TR-PLB-1148C;Power Transformer TR-PLB-1148C;33kV;1;13
TR-PLB-1151C;Power Transformer TR-PLB-1151C;33kV;1;3
TR-PLB-1154C;Power Transformer TR-PLB-1154C;11kV;1;6
TR-PLB-1183A;Power Transformer TR-PLB-1183A;3.3kV;1;7
TR-PLB-120;Power Transformer TR-PLB-120;11kV;1;6
TR-PLB-128C;Power Transformer TR-PLB-128C;3.3kV;1;6
TR-PLB-18;Power Transformer TR-PLB-18;3.3kV;1;13
TR-PLB-200B;Power Transformer TR-PLB-200B;6.6kV;1;28
TR-PLB-249;Power Transformer TR-PLB-249;3.3kV;1;13
TR-PLB-294B;Power Transformer TR-PLB-294B;3.3kV;1;6
TR-PLB-32;Power Transformer TR-PLB-32;3.3kV;1;3
TR-PLB-328;Power Transformer TR-PLB-328;33kV;1;14
TR-PLB-33;Power Transformer TR-PLB-33;3.3kV;1;13
TR-PLB-34C;Power Transformer TR-PLB-34C;3.3kV;1;7
TR-PLB-350C;Power Transformer TR-PLB-350C;3.3kV;1;13
TR-PLB-361;Power Transformer TR-PLB-361;33kV;1;7
TR-PLB-374;Power Transformer TR-PLB-374;3.3kV;1;5
TR-PLB-378B;Power Transformer TR-PLB-378B;33kV;1;14
TR-PLB-389B;Power Transformer TR-PLB-389B;3.3kV;1;27
TR-PLB-397B;Power Transformer TR-PLB-397B;3.3kV;1;7
TR-PLB-425B;Power Transformer TR-PLB-425B;6.6kV;1;7
TR-PLB-443;Power Transformer TR-PLB-443;11kV;1;4
TR-PLB-456;Power Transformer TR-PLB-456;3.3kV;1;14
TR-PLB-460B;Power Transformer TR-PLB-460B;33kV;1;7
TR-PLB-502C;Power Transformer TR-PLB-502C;6.6kV;1;7
TR-PLB-571A;Power Transformer TR-PLB-571A;11kV;1;6
TR-PLB-598;Power Transformer TR-PLB-598;33kV;1;27
TR-PLB-6;Power Transformer TR-PLB-6;11kV;1;13
TR-PLB-606;Power Transformer TR-PLB-606;6.6kV;1;6
TR-PLB-629B;Power Transformer TR-PLB-629B;33kV;1;7
TR-PLB-659C;Power Transformer TR-PLB-659C;6.6kV;1;6
TR-PLB-666C;Power Transformer TR-PLB-666C;33kV;1;6
TR-PLB-674B;Power Transformer TR-PLB-674B;6.6kV;1;13
TR-PLB-697;Power Transformer TR-PLB-697;11kV;1;7
TR-PLB-69A;Power Transformer TR-PLB-69A;11kV;1;6
TR-PLB-707B;Power Transformer TR-PLB-707B;33kV;1;13
TR-PLB-725A;Power Transformer TR-PLB-725A;11kV;1;5
TR-PLB-729A;Power Transformer TR-PLB-729A;11kV;1;13
TR-PLB-746C;Power Transformer TR-PLB-746C;11kV;1;7
TR-PLB-758C;Power Transformer TR-PLB-758C;33kV;1;7
TR-PLB-760C;Power Transformer TR-PLB-760C;11kV;1;2
TR-PLB-767;Power Transformer TR-PLB-767;3.3kV;1;7
TR-PLB-782C;Power Transformer TR-PLB-782C;11kV;1;13
TR-PLB-786A;Power Transformer TR-PLB-786A;3.3kV;1;13
TR-PLB-789C;Power Transformer TR-PLB-789C;3.3kV;1;12
TR-PLB-877C;Power Transformer TR-PLB-877C;3.3kV;1;7
TR-PLB-87C;Power Transformer TR-PLB-87C;6.6kV;1;7
TR-PLB-883B;Power Transformer TR-PLB-883B;11kV;1;7
TR-PLB-898A;Power Transformer TR-PLB-898A;6.6kV;1;7
TR-PLB-904;Power Transformer TR-PLB-904;33kV;1;26
TR-PLB-909B;Power Transformer TR-PLB-909B;6.6kV;1;7
TR-PLB-948B;Power Transformer TR-PLB-948B;11kV;1;6
TR-PLB-955;Power Transformer TR-PLB-955;3.3kV;1;3
TR-PLB-957B;Power Transformer TR-PLB-957B;6.6kV;1;13
TR-PLB-980B;Power Transformer TR-PLB-980B;33kV;1;6
TR-PLB-983;Power Transformer TR-PLB-983;11kV;1;7
TR-PLB-990A;Power Transformer TR-PLB-990A;3.3kV;1;7
TR-SS33-1002A;Power Transformer TR-SS33-1002A;33kV;1;13
TR-SS33-1039C;Power Transformer TR-SS33-1039C;3.3kV;1;13
TR-SS33-1040;Power Transformer TR-SS33-1040;11kV;1;7
TR-SS33-1041;Power Transformer TR-SS33-1041;11kV;1;7
TR-SS33-1042A;Power Transformer TR-SS33-1042A;11kV;1;27
TR-SS33-1089C;Power Transformer TR-SS33-1089C;3.3kV;1;6
TR-SS33-1098B;Power Transformer TR-SS33-1098B;33kV;1;14
TR-SS33-112B;Power Transformer TR-SS33-112B;3.3kV;1;6
TR-SS33-1142A;Power Transformer TR-SS33-1142A;11kV;1;4
TR-SS33-1169A;Power Transformer TR-SS33-1169A;11kV;1;7
TR-SS33-1174;Power Transformer TR-SS33-1174;33kV;1;7
TR-SS33-126;Power Transformer TR-SS33-126;6.6kV;1;7
TR-SS33-129C;Power Transformer TR-SS33-129C;33kV;1;14
TR-SS33-138C;Power Transformer TR-SS33-138C;3.3kV;1;6
TR-SS33-162B;Power Transformer TR-SS33-162B;33kV;1;14
TR-SS33-168C;Power Transformer TR-SS33-168C;6.6kV;1;26
TR-SS33-172C;Power Transformer TR-SS33-172C;6.6kV;1;14
TR-SS33-196;Power Transformer TR-SS33-196;11kV;1;6
TR-SS33-227;Power Transformer TR-SS33-227;6.6kV;1;7
TR-SS33-23B;Power Transformer TR-SS33-23B;33kV;1;4
TR-SS33-260A;Power Transformer TR-SS33-260A;3.3kV;1;13
TR-SS33-269C;Power Transformer TR-SS33-269C;33kV;1;13
TR-SS33-276;Power Transformer TR-SS33-276;33kV;1;13
TR-SS33-289;Power Transformer TR-SS33-289;6.6kV;1;7
TR-SS33-300C;Power Transformer TR-SS33-300C;11kV;1;6
TR-SS33-306;Power Transformer TR-SS33-306;11kV;1;13
TR-SS33-308A;Power Transformer TR-SS33-308A;11kV;1;13
TR-SS33-315C;Power Transformer TR-SS33-315C;11kV;1;25
TR-SS33-319A;Power Transformer TR-SS33-319A;6.6kV;1;7
TR-SS33-323C;Power Transformer TR-SS33-323C;11kV;1;27
TR-SS33-357C;Power Transformer TR-SS33-357C;6.6kV;1;14
TR-SS33-37A;Power Transformer TR-SS33-37A;11kV;1;6
TR-SS33-391A;Power Transformer TR-SS33-391A;6.6kV;1;14
TR-SS33-402C;Power Transformer TR-SS33-402C;6.6kV;1;6
TR-SS33-411C;Power Transformer TR-SS33-411C;11kV;1;2
TR-SS33-416B;Power Transformer TR-SS33-416B;6.6kV;1;6
TR-SS33-435C;Power Transformer TR-SS33-435C;33kV;1;13
TR-SS33-494C;Power Transformer TR-SS33-494C;3.3kV;1;7
TR-SS33-519C;Power Transformer TR-SS33-519C;11kV;1;13
TR-SS33-520A;Power Transformer TR-SS33-520A;33kV;1;13
TR-SS33-526A;Power Transformer TR-SS33-526A;11kV;1;27
TR-SS33-589C;Power Transformer TR-SS33-589C;6.6kV;1;15
TR-SS33-591;Power Transformer TR-SS33-591;3.3kV;1;27
TR-SS33-593A;Power Transformer TR-SS33-593A;33kV;1;2
TR-SS33-609A;Power Transformer TR-SS33-609A;6.6kV;1;6
TR-SS33-62A;Power Transformer TR-SS33-62A;11kV;1;7
TR-SS33-644B;Power Transformer TR-SS33-644B;33kV;1;13
TR-SS33-648;Power Transformer TR-SS33-648;11kV;1;7
TR-SS33-684C;Power Transformer TR-SS33-684C;6.6kV;1;7
TR-SS33-686;Power Transformer TR-SS33-686;11kV;1;6
TR-SS33-702C;Power Transformer TR-SS33-702C;3.3kV;1;13
TR-SS33-703;Power Transformer TR-SS33-703;11kV;1;26
TR-SS33-717A;Power Transformer TR-SS33-717A;6.6kV;1;13
TR-SS33-775;Power Transformer TR-SS33-775;33kV;1;7
TR-SS33-78B;Power Transformer TR-SS33-78B;11kV;1;7
TR-SS33-796B;Power Transformer TR-SS33-796B;33kV;1;26
TR-SS33-814B;Power Transformer TR-SS33-814B;3.3kV;1;26
TR-SS33-828A;Power Transformer TR-SS33-828A;11kV;1;13
TR-SS33-845A;Power Transformer TR-SS33-845A;3.3kV;1;7
TR-SS33-891C;Power Transformer TR-SS33-891C;3.3kV;1;3
TR-SS33-921A;Power Transformer TR-SS33-921A;6.6kV;1;6
TR-SS33-928A;Power Transformer TR-SS33-928A;33kV;1;6
TR-SS33-932B;Power Transformer TR-SS33-932B;6.6kV;1;13
TR-SS33-960B;Power Transformer TR-SS33-960B;3.3kV;1;6
TR-SS33-987;Power Transformer TR-SS33-987;6.6kV;1;7
TR-UR1-1013;Power Transformer TR-UR1-1013;11kV;1;3
TR-UR1-1026B;Power Transformer TR-UR1-1026B;3.3kV;1;14
TR-UR1-1064A;Power Transformer TR-UR1-1064A;6.6kV;1;14
TR-UR1-1077B;Power Transformer TR-UR1-1077B;11kV;1;7
TR-UR1-107B;Power Transformer TR-UR1-107B;33kV;1;26
TR-UR1-1163;Power Transformer TR-UR1-1163;3.3kV;1;14
TR-UR1-1188C;Power Transformer TR-UR1-1188C;6.6kV;1;13
TR-UR1-1196C;Power Transformer TR-UR1-1196C;3.3kV;1;7
TR-UR1-121C;Power Transformer TR-UR1-121C;6.6kV;1;6
TR-UR1-135A;Power Transformer TR-UR1-135A;11kV;1;5
TR-UR1-143C;Power Transformer TR-UR1-143C;11kV;1;11
TR-UR1-157C;Power Transformer TR-UR1-157C;11kV;1;14
TR-UR1-160;Power Transformer TR-UR1-160;33kV;1;6
TR-UR1-163;Power Transformer TR-UR1-163;3.3kV;1;7
TR-UR1-184;Power Transformer TR-UR1-184;11kV;1;7
TR-UR1-19;Power Transformer TR-UR1-19;11kV;1;7
TR-UR1-205C;Power Transformer TR-UR1-205C;11kV;1;14
TR-UR1-20C;Power Transformer TR-UR1-20C;3.3kV;1;6
TR-UR1-21B;Power Transformer TR-UR1-21B;3.3kV;1;14
TR-UR1-235A;Power Transformer TR-UR1-235A;33kV;1;13
TR-UR1-236B;Power Transformer TR-UR1-236B;11kV;1;11
TR-UR1-279C;Power Transformer TR-UR1-279C;11kV;1;6
TR-UR1-376;Power Transformer TR-UR1-376;3.3kV;1;15
TR-UR1-383A;Power Transformer TR-UR1-383A;6.6kV;1;6
TR-UR1-41B;Power Transformer TR-UR1-41B;11kV;1;14
TR-UR1-459A;Power Transformer TR-UR1-459A;33kV;1;14
TR-UR1-468C;Power Transformer TR-UR1-468C;33kV;1;14
TR-UR1-503C;Power Transformer TR-UR1-503C;33kV;1;13
TR-UR1-521A;Power Transformer TR-UR1-521A;3.3kV;1;13
TR-UR1-533B;Power Transformer TR-UR1-533B;3.3kV;1;3
TR-UR1-539C;Power Transformer TR-UR1-539C;11kV;1;13
TR-UR1-544A;Power Transformer TR-UR1-544A;3.3kV;1;10
TR-UR1-547C;Power Transformer TR-UR1-547C;6.6kV;1;7
TR-UR1-548B;Power Transformer TR-UR1-548B;11kV;1;6
TR-UR1-551;Power Transformer TR-UR1-551;33kV;1;28
TR-UR1-557C;Power Transformer TR-UR1-557C;6.6kV;1;7
TR-UR1-570;Power Transformer TR-UR1-570;3.3kV;1;27
TR-UR1-60B;Power Transformer TR-UR1-60B;11kV;1;14
TR-UR1-61C;Power Transformer TR-UR1-61C;33kV;1;13
TR-UR1-633A;Power Transformer TR-UR1-633A;3.3kV;1;2
TR-UR1-650C;Power Transformer TR-UR1-650C;33kV;1;14
TR-UR1-704C;Power Transformer TR-UR1-704C;11kV;1;13
TR-UR1-719B;Power Transformer TR-UR1-719B;33kV;1;6
TR-UR1-732C;Power Transformer TR-UR1-732C;33kV;1;14
TR-UR1-742A;Power Transformer TR-UR1-742A;3.3kV;1;7
TR-UR1-755C;Power Transformer TR-UR1-755C;33kV;1;13
TR-UR1-757C;Power Transformer TR-UR1-757C;11kV;1;6
TR-UR1-778;Power Transformer TR-UR1-778;33kV;1;13
TR-UR1-794A;Power Transformer TR-UR1-794A;33kV;1;7
TR-UR1-806C;Power Transformer TR-UR1-806C;11kV;1;7
TR-UR1-825C;Power Transformer TR-UR1-825C;6.6kV;1;6
TR-UR1-835C;Power Transformer TR-UR1-835C;33kV;1;28
TR-UR1-844B;Power Transformer TR-UR1-844B;33kV;1;14
TR-UR1-851;Power Transformer TR-UR1-851;11kV;1;7
TR-UR1-867C;Power Transformer TR-UR1-867C;11kV;1;6
TR-UR1-892B;Power Transformer TR-UR1-892B;33kV;1;14
TR-UR1-900A;Power Transformer TR-UR1-900A;3.3kV;1;6
TR-UR1-930A;Power Transformer TR-UR1-930A;33kV;1;13
TR-UR1-967A;Power Transformer TR-UR1-967A;3.3kV;1;3
TR-UR1-9C;Power Transformer TR-UR1-9C;6.6kV;1;14
TR-UR2-103A;Power Transformer TR-UR2-103A;11kV;1;6
TR-UR2-1047C;Power Transformer TR-UR2-1047C;11kV;1;6
TR-UR2-1051C;Power Transformer TR-UR2-1051C;33kV;1;7
TR-UR2-1060A;Power Transformer TR-UR2-1060A;3.3kV;1;2
TR-UR2-1067C;Power Transformer TR-UR2-1067C;11kV;1;6
TR-UR2-1086;Power Transformer TR-UR2-1086;11kV;1;3
TR-UR2-1102C;Power Transformer TR-UR2-1102C;3.3kV;1;14
TR-UR2-111;Power Transformer TR-UR2-111;6.6kV;1;7
TR-UR2-1127B;Power Transformer TR-UR2-1127B;6.6kV;1;7
TR-UR2-1152B;Power Transformer TR-UR2-1152B;6.6kV;1;6
TR-UR2-1153;Power Transformer TR-UR2-1153;3.3kV;1;26
TR-UR2-1200;Power Transformer TR-UR2-1200;11kV;1;13
TR-UR2-124C;Power Transformer TR-UR2-124C;11kV;1;25
TR-UR2-127C;Power Transformer TR-UR2-127C;33kV;1;23
TR-UR2-144A;Power Transformer TR-UR2-144A;11kV;1;6
TR-UR2-150;Power Transformer TR-UR2-150;33kV;1;6
TR-UR2-180B;Power Transformer TR-UR2-180B;3.3kV;1;13
TR-UR2-182A;Power Transformer TR-UR2-182A;33kV;1;3
TR-UR2-192A;Power Transformer TR-UR2-192A;33kV;1;7
TR-UR2-219B;Power Transformer TR-UR2-219B;11kV;1;6
TR-UR2-267A;Power Transformer TR-UR2-267A;33kV;1;6
TR-UR2-28C;Power Transformer TR-UR2-28C;3.3kV;1;7
TR-UR2-304B;Power Transformer TR-UR2-304B;11kV;1;14
TR-UR2-309;Power Transformer TR-UR2-309;33kV;1;28
TR-UR2-314;Power Transformer TR-UR2-314;6.6kV;1;7
TR-UR2-316C;Power Transformer TR-UR2-316C;3.3kV;1;25
TR-UR2-317;Power Transformer TR-UR2-317;6.6kV;1;5
TR-UR2-31C;Power Transformer TR-UR2-31C;33kV;1;26
TR-UR2-322C;Power Transformer TR-UR2-322C;33kV;1;13
TR-UR2-335A;Power Transformer TR-UR2-335A;11kV;1;6
TR-UR2-363B;Power Transformer TR-UR2-363B;33kV;1;13
TR-UR2-36B;Power Transformer TR-UR2-36B;6.6kV;1;13
TR-UR2-394C;Power Transformer TR-UR2-394C;6.6kV;1;7
TR-UR2-396;Power Transformer TR-UR2-396;3.3kV;1;6
TR-UR2-400C;Power Transformer TR-UR2-400C;3.3kV;1;13
TR-UR2-405;Power Transformer TR-UR2-405;33kV;1;27
TR-UR2-413C;Power Transformer TR-UR2-413C;11kV;1;4
TR-UR2-433;Power Transformer TR-UR2-433;6.6kV;1;26
TR-UR2-438;Power Transformer TR-UR2-438;3.3kV;1;6
TR-UR2-444C;Power Transformer TR-UR2-444C;11kV;1;13
TR-UR2-476C;Power Transformer TR-UR2-476C;33kV;1;13
TR-UR2-482A;Power Transformer TR-UR2-482A;11kV;1;7
TR-UR2-486C;Power Transformer TR-UR2-486C;33kV;1;14
TR-UR2-500C;Power Transformer TR-UR2-500C;11kV;1;7
TR-UR2-522;Power Transformer TR-UR2-522;3.3kV;1;6
TR-UR2-528C;Power Transformer TR-UR2-528C;33kV;1;6
TR-UR2-530B;Power Transformer TR-UR2-530B;3.3kV;1;14
TR-UR2-550C;Power Transformer TR-UR2-550C;3.3kV;1;8
TR-UR2-554;Power Transformer TR-UR2-554;6.6kV;1;6
TR-UR2-562B;Power Transformer TR-UR2-562B;3.3kV;1;3
TR-UR2-590;Power Transformer TR-UR2-590;11kV;1;13
TR-UR2-620A;Power Transformer TR-UR2-620A;11kV;1;7
TR-UR2-638B;Power Transformer TR-UR2-638B;6.6kV;1;7
TR-UR2-676;Power Transformer TR-UR2-676;11kV;1;7
TR-UR2-68A;Power Transformer TR-UR2-68A;3.3kV;1;26
TR-UR2-690A;Power Transformer TR-UR2-690A;3.3kV;1;13
TR-UR2-709;Power Transformer TR-UR2-709;6.6kV;1;3
TR-UR2-714B;Power Transformer TR-UR2-714B;6.6kV;1;7
TR-UR2-71B;Power Transformer TR-UR2-71B;6.6kV;1;26
TR-UR2-748B;Power Transformer TR-UR2-748B;3.3kV;1;6
TR-UR2-811;Power Transformer TR-UR2-811;6.6kV;1;6
TR-UR2-81A;Power Transformer TR-UR2-81A;11kV;1;15
TR-UR2-822A;Power Transformer TR-UR2-822A;33kV;1;13
TR-UR2-840;Power Transformer TR-UR2-840;11kV;1;6
TR-UR2-854B;Power Transformer TR-UR2-854B;6.6kV;1;25
TR-UR2-874C;Power Transformer TR-UR2-874C;11kV;1;7
TR-UR2-888C;Power Transformer TR-UR2-888C;3.3kV;1;13
TR-UR2-896C;Power Transformer TR-UR2-896C;11kV;1;2
TR-UR2-8B;Power Transformer TR-UR2-8B;6.6kV;1;7
TR-UR2-901B;Power Transformer TR-UR2-901B;3.3kV;1;7
TR-UR2-929C;Power Transformer TR-UR2-929C;33kV;1;16
TR-UR2-976;Power Transformer TR-UR2-976;6.6kV;1;14
TR-UR2-981B;Power Transformer TR-UR2-981B;6.6kV;1;14
TR-UR2-995B;Power Transformer TR-UR2-995B;6.6kV;1;14
TR-UTIL-1008C;Power Transformer TR-UTIL-1008C;3.3kV;1;6
TR-UTIL-100C;Power Transformer TR-UTIL-100C;33kV;1;14
TR-UTIL-1020;Power Transformer TR-UTIL-1020;6.6kV;1;27
TR-UTIL-1035C;Power Transformer TR-UTIL-1035C;11kV;1;27
TR-UTIL-1046;Power Transformer TR-UTIL-1046;6.6kV;1;6
TR-UTIL-1050C;Power Transformer TR-UTIL-1050C;11kV;1;5
TR-UTIL-1081A;Power Transformer TR-UTIL-1081A;6.6kV;1;6
TR-UTIL-1087;Power Transformer TR-UTIL-1087;6.6kV;1;6
TR-UTIL-1095C;Power Transformer TR-UTIL-1095C;11kV;1;28
TR-UTIL-113C;Power Transformer TR-UTIL-113C;3.3kV;1;6
TR-UTIL-1157C;Power Transformer TR-UTIL-1157C;33kV;1;15
TR-UTIL-1160C;Power Transformer TR-UTIL-1160C;3.3kV;1;7
TR-UTIL-1175;Power Transformer TR-UTIL-1175;11kV;1;12
TR-UTIL-1198B;Power Transformer TR-UTIL-1198B;3.3kV;1;13
TR-UTIL-1199;Power Transformer TR-UTIL-1199;33kV;1;7
TR-UTIL-140C;Power Transformer TR-UTIL-140C;33kV;1;7
TR-UTIL-142C;Power Transformer TR-UTIL-142C;33kV;1;14
TR-UTIL-154;Power Transformer TR-UTIL-154;11kV;1;6
TR-UTIL-179;Power Transformer TR-UTIL-179;6.6kV;1;6
TR-UTIL-223A;Power Transformer TR-UTIL-223A;3.3kV;1;13
TR-UTIL-228B;Power Transformer TR-UTIL-228B;3.3kV;1;6
TR-UTIL-230;Power Transformer TR-UTIL-230;6.6kV;1;25
TR-UTIL-240A;Power Transformer TR-UTIL-240A;11kV;1;6
TR-UTIL-246B;Power Transformer TR-UTIL-246B;3.3kV;1;7
TR-UTIL-271;Power Transformer TR-UTIL-271;11kV;1;7
TR-UTIL-282B;Power Transformer TR-UTIL-282B;6.6kV;1;13
TR-UTIL-295B;Power Transformer TR-UTIL-295B;11kV;1;13
TR-UTIL-332C;Power Transformer TR-UTIL-332C;11kV;1;27
TR-UTIL-354C;Power Transformer TR-UTIL-354C;6.6kV;1;7
TR-UTIL-367A;Power Transformer TR-UTIL-367A;33kV;1;7
TR-UTIL-384C;Power Transformer TR-UTIL-384C;3.3kV;1;7
TR-UTIL-392B;Power Transformer TR-UTIL-392B;3.3kV;1;7
TR-UTIL-457A;Power Transformer TR-UTIL-457A;3.3kV;1;11
